ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
3896,1.1,Ideal,E,VVS1,EX,VG,GIA,10906.00000,Train
3897,1.58,Ideal,I,VS1,ID,ID,AGSL,10920.00000,Train
3898,1.34,Very Good,H,VS2,VG,G,GIA,7965.00000,Train
3899,1.05,Good,G,VS2,VG,VG,GIA,5991.00000,Train
3900,1.2,Very Good,I,SI1,VG,G,GIA,5408.00000,Train
3901,1.07,Ideal,H,VVS2,EX,VG,GIA,6934.00000,Train
3902,0.75,Ideal,G,SI1,ID,ID,AGSL,2902.00000,Train
3903,0.8,Ideal,F,VS1,EX,EX,GIA,5207.00000,Train
3904,1.2,Very Good,G,SI1,VG,G,GIA,6274.00000,Train
3905,1.21,Signature-Ideal,H,SI1,ID,ID,AGSL,7810.00000,Train
3906,1.27,Very Good,F,VVS1,EX,EX,GIA,13279.00000,Train
3907,1.01,Very Good,E,VS1,G,VG,GIA,7027.00000,Train
3908,0.9,Good,F,SI1,EX,VG,GIA,3954.00000,Train
3909,1.09,Good,H,VVS2,VG,VG,GIA,6651.00000,Train
3910,1.57,Ideal,I,VVS2,ID,ID,AGSL,11333.00000,Train
3911,1.23,Ideal,G,VS1,VG,VG,GIA,9119.00000,Train
3912,1.2,Ideal,G,VVS2,ID,ID,AGSL,10846.00000,Train
3913,0.8,Very Good,E,VS2,EX,VG,GIA,3774.00000,Train
3914,1.01,Ideal,E,SI1,EX,EX,GIA,5534.00000,Train
3915,1.01,Ideal,E,SI1,G,G,GIA,5262.00000,Train
3916,1.02,Ideal,G,SI1,EX,EX,GIA,5082.00000,Train
3917,1.11,Very Good,H,VS2,EX,VG,GIA,5932.00000,Train
3918,1.63,Ideal,G,VS1,EX,EX,GIA,16241.00000,Train
3919,1.09,Ideal,D,SI1,EX,VG,GIA,6337.00000,Train
3920,1.01,Very Good,D,SI1,VG,VG,GIA,5122.00000,Train
3921,2.17,Ideal,I,SI1,VG,VG,GIA,16645.00000,Train
3922,0.79,Good,I,VS2,G,VG,GIA,2451.00000,Train
3923,1.36,Very Good,F,VS1,VG,VG,GIA,11946.00000,Train
3924,2.21,Ideal,H,SI1,ID,ID,AGSL,20221.00000,Train
3925,0.77,Ideal,D,VVS2,EX,EX,GIA,5207.00000,Train
3926,1.12,Very Good,G,VVS1,ID,ID,AGSL,9307.00000,Train
3927,1.03,Very Good,E,SI1,VG,VG,GIA,5566.00000,Train
3928,0.91,Very Good,F,SI1,VG,VG,GIA,4141.00000,Train
3929,0.9,Very Good,D,VS1,VG,EX,GIA,5795.00000,Train
3930,2.29,Ideal,H,VS1,EX,EX,GIA,29435.00000,Train
3931,0.91,Very Good,H,SI1,EX,EX,GIA,3762.00000,Train
3932,0.77,Very Good,H,VVS2,EX,ID,AGSL,3208.00000,Train
3933,1.25,Very Good,E,IF,VG,VG,GIA,14637.00000,Train
3934,0.85,Ideal,E,SI1,EX,EX,GIA,4181.00000,Train
3935,1.63,Signature-Ideal,H,VS2,ID,ID,AGSL,14005.00000,Train
3936,1.01,Good,D,VS2,VG,G,GIA,6113.00000,Train
3937,1.5,Very Good,G,SI1,VG,VG,GIA,10019.00000,Train
3938,1.58,Signature-Ideal,G,VS1,ID,ID,AGSL,16790.00000,Train
3939,1.68,Ideal,H,VS1,VG,EX,GIA,13082.00000,Train
3940,2.01,Very Good,G,SI1,ID,ID,AGSL,19014.00000,Train
3941,1.27,Very Good,E,SI1,G,VG,GIA,7356.00000,Train
3942,2.01,Ideal,D,VVS2,VG,VG,GIA,47312.00000,Train
3943,1.18,Signature-Ideal,E,VS1,EX,EX,GIA,11350.00000,Train
3944,2.01,Good,G,VS2,VG,G,GIA,21304.00000,Train
3945,1.02,Ideal,E,VVS1,ID,ID,AGSL,11326.00000,Train
3946,1.03,Very Good,E,SI1,VG,G,GIA,5421.00000,Train
3947,1.08,Ideal,I,SI1,ID,ID,AGSL,4857.00000,Train
3948,0.8,Very Good,F,VVS2,G,VG,GIA,4126.00000,Train
3949,1,Very Good,H,SI1,EX,VG,GIA,4658.00000,Train
3950,1.21,Ideal,G,VS1,EX,EX,GIA,9287.00000,Train
3951,1.24,Very Good,E,VVS1,VG,VG,GIA,14725.00000,Train
3952,1.57,Signature-Ideal,H,VS2,ID,ID,AGSL,13530.00000,Train
3953,2.33,Ideal,I,VS1,EX,EX,AGSL,23571.00000,Train
3954,2.07,Ideal,G,VS1,EX,VG,GIA,28636.00000,Train
3955,1.26,Ideal,F,VVS2,ID,ID,AGSL,12237.00000,Train
3956,0.91,Very Good,I,VS2,EX,VG,GIA,3525.00000,Train
3957,2,Very Good,I,VVS1,VG,VG,GIA,22614.00000,Train
3958,0.92,Very Good,D,SI1,EX,EX,GIA,4676.00000,Train
3959,1.01,Good,G,VS1,VG,VG,GIA,6247.00000,Train
3960,1.06,Signature-Ideal,G,VS1,EX,EX,GIA,8093.00000,Train
3961,2,Good,I,SI1,VG,G,GIA,15072.00000,Train
3962,0.76,Very Good,G,VS2,VG,G,GIA,3170.00000,Train
3963,1.03,Good,F,VS2,VG,VG,GIA,6521.00000,Train
3964,0.92,Very Good,F,SI1,VG,G,GIA,4339.00000,Train
3965,0.9,Very Good,F,VS2,VG,G,GIA,4397.00000,Train
3966,0.91,Ideal,H,VS1,VG,VG,GIA,4514.00000,Train
3967,0.87,Very Good,I,SI1,EX,VG,AGSL,2791.00000,Train
3968,0.78,Very Good,G,VS2,VG,VG,GIA,3113.00000,Train
3969,0.8,Signature-Ideal,E,SI1,EX,EX,GIA,4125.00000,Train
3970,1.22,Very Good,G,SI1,VG,EX,GIA,6704.00000,Train
3971,2.01,Very Good,H,SI1,EX,VG,GIA,17003.00000,Train
3972,1.58,Very Good,H,VVS2,G,G,GIA,12459.00000,Train
3973,1.22,Ideal,G,VS1,ID,ID,AGSL,9195.00000,Train
3974,1,Good,H,VVS2,EX,VG,GIA,6173.00000,Train
3975,2.01,Very Good,D,VS1,EX,VG,GIA,34360.00000,Train
3976,1.51,Good,G,SI1,VG,VG,GIA,9258.00000,Train
3977,1.02,Very Good,I,SI1,G,VG,GIA,4353.00000,Train
3978,1.01,Very Good,F,VS1,VG,VG,GIA,8081.00000,Train
3979,0.81,Very Good,G,VVS2,VG,EX,GIA,3981.00000,Train
3980,0.94,Ideal,G,VVS1,EX,VG,GIA,6488.00000,Train
3981,2.11,Ideal,G,VS2,VG,VG,GIA,22873.00000,Train
3982,2.01,Very Good,H,VS2,VG,G,GIA,18982.00000,Train
3983,1.09,Ideal,G,VS2,EX,EX,GIA,7357.00000,Train
3984,1.02,Ideal,F,IF,VG,EX,GIA,11116.00000,Train
3985,1.02,Very Good,G,SI1,VG,VG,GIA,5012.00000,Train
3986,1,Good,H,VS1,VG,VG,GIA,5169.00000,Train
3987,0.9,Good,G,VVS2,VG,VG,GIA,4485.00000,Train
3988,1.06,Very Good,G,VS1,VG,VG,GIA,6863.00000,Train
3989,1.02,Good,I,VS2,G,G,GIA,4593.00000,Train
3990,0.91,Signature-Ideal,E,VVS1,EX,EX,GIA,9636.00000,Train
3991,1.56,Ideal,D,SI1,EX,EX,GIA,10934.00000,Train
3992,0.93,Very Good,F,SI1,EX,VG,GIA,4299.00000,Train
3993,1.5,Very Good,H,VVS2,VG,VG,GIA,13412.00000,Train
3994,0.78,Very Good,G,VS2,G,G,GIA,3012.00000,Train
3995,1.02,Very Good,F,SI1,EX,EX,GIA,5930.00000,Train
3996,1.57,Ideal,H,SI1,EX,EX,GIA,11134.00000,Train
3997,1,Good,E,SI1,EX,VG,GIA,6275.00000,Train
3998,0.9,Good,F,VS2,EX,VG,GIA,4301.00000,Train
3999,2.03,Ideal,D,VVS1,EX,VG,GIA,51928.00000,Train
4000,1.12,Ideal,G,VVS2,EX,EX,GIA,8991.00000,Train
4001,1.56,Ideal,I,VS2,EX,EX,GIA,9968.00000,Train
4002,1.59,Signature-Ideal,G,VS1,EX,EX,GIA,16774.00000,Train
4003,1,Very Good,F,SI1,G,VG,GIA,5030.00000,Train
4004,1.02,Fair,H,SI1,VG,VG,GIA,4771.00000,Train
4005,0.8,Ideal,H,VS1,EX,EX,GIA,3581.00000,Train
4006,1.01,Very Good,H,VS1,VG,VG,GIA,5680.00000,Train
4007,0.9,Good,D,VS2,G,G,GIA,4689.00000,Train
4008,1.07,Very Good,I,SI1,EX,EX,GIA,4728.00000,Train
4009,2.02,Ideal,I,SI1,VG,VG,GIA,15785.00000,Train
4010,0.8,Ideal,G,VS2,VG,VG,GIA,3314.00000,Train
4011,2,Ideal,D,VVS1,EX,EX,GIA,54392.00000,Train
4012,1.02,Very Good,G,SI1,VG,VG,GIA,5120.00000,Train
4013,1.27,Very Good,I,VS2,G,VG,GIA,6587.00000,Train
4014,0.92,Very Good,H,VS1,EX,EX,GIA,4953.00000,Train
4015,1.04,Very Good,F,SI1,EX,EX,AGSL,5613.00000,Train
4016,1,Very Good,E,SI1,VG,VG,GIA,5382.00000,Train
4017,1.65,Ideal,F,VVS2,VG,G,GIA,20341.00000,Train
4018,1,Good,E,VS2,VG,VG,GIA,6349.00000,Train
4019,2.37,Ideal,H,VS1,VG,VG,GIA,27097.00000,Train
4020,1,Good,F,VS1,EX,VG,GIA,6365.00000,Train
4021,1.29,Ideal,I,VS2,VG,VG,GIA,6599.00000,Train
4022,1.21,Very Good,I,SI1,VG,VG,GIA,5452.00000,Train
4023,1.01,Very Good,F,VS1,VG,VG,GIA,7079.00000,Train
4024,2.28,Ideal,E,IF,EX,EX,GIA,60960.00000,Train
4025,0.92,Good,G,VVS2,EX,G,GIA,5458.00000,Train
4026,1.21,Very Good,G,VS2,G,G,GIA,8093.00000,Train
4027,1.09,Ideal,G,VS1,VG,VG,GIA,6602.00000,Train
4028,1.08,Very Good,G,VS1,EX,EX,GIA,6566.00000,Train
4029,1.51,Good,I,SI1,G,G,GIA,8140.00000,Train
4030,1,Very Good,E,IF,VG,G,GIA,10954.00000,Train
4031,1,Good,E,VS2,VG,VG,GIA,6732.00000,Train
4032,1.5,Ideal,I,VS1,EX,EX,GIA,10641.00000,Train
4033,2,Ideal,H,SI1,ID,ID,AGSL,18440.00000,Train
4034,1.09,Signature-Ideal,I,VS1,ID,ID,AGSL,6225.00000,Train
4035,0.92,Very Good,E,SI1,EX,VG,GIA,4596.00000,Train
4036,1.02,Good,G,VS1,EX,VG,GIA,6036.00000,Train
4037,2.14,Very Good,I,VS2,VG,VG,GIA,16914.00000,Train
4038,1.02,Ideal,E,VS1,EX,EX,GIA,8011.00000,Train
4039,1.07,Signature-Ideal,G,VVS1,ID,ID,AGSL,9703.00000,Train
4040,1,Ideal,F,VS2,EX,VG,GIA,6240.00000,Train
4041,1.11,Ideal,G,VVS1,EX,EX,GIA,9435.00000,Train
4042,1.71,Ideal,H,VS2,ID,ID,AGSL,14744.00000,Train
4043,2.11,Ideal,G,VS2,VG,VG,GIA,24175.00000,Train
4044,1.2,Ideal,I,SI1,VG,VG,GIA,5435.00000,Train
4045,1.06,Ideal,I,SI1,VG,VG,GIA,4646.00000,Train
4046,1.03,Signature-Ideal,G,VVS1,ID,ID,AGSL,9691.00000,Train
4047,0.78,Ideal,D,VS2,VG,VG,GIA,3763.00000,Train
4048,0.96,Ideal,D,SI1,EX,VG,GIA,5749.00000,Train
4049,2.26,Very Good,E,SI1,VG,G,GIA,20339.00000,Train
4050,0.91,Very Good,G,VS2,EX,G,GIA,4447.00000,Train
4051,2.07,Very Good,G,SI1,VG,EX,GIA,19649.00000,Train
4052,1.05,Ideal,G,SI1,VG,VG,GIA,5192.00000,Train
4053,1.12,Very Good,I,VS2,ID,ID,AGSL,5249.00000,Train
4054,1.5,Very Good,I,VS1,G,VG,GIA,10406.00000,Train
4055,1.52,Ideal,H,SI1,ID,ID,AGSL,11797.00000,Train
4056,1.18,Signature-Ideal,E,VVS2,ID,ID,AGSL,13075.00000,Train
4057,0.79,Ideal,H,VS2,EX,EX,GIA,3040.00000,Train
4058,0.82,Very Good,F,VS2,VG,VG,GIA,3535.00000,Train
4059,1.03,Very Good,G,SI1,VG,VG,GIA,5491.00000,Train
4060,1.2,Very Good,G,VVS1,VG,G,GIA,9139.00000,Train
4061,1.21,Ideal,H,VS1,G,VG,GIA,6784.00000,Train
4062,1.33,Very Good,G,VVS1,VG,VG,GIA,11797.00000,Train
4063,1.01,Very Good,F,SI1,EX,VG,GIA,5174.00000,Train
4064,1.05,Ideal,I,VS2,ID,ID,AGSL,5040.00000,Train
4065,2.01,Very Good,I,VS1,VG,VG,GIA,16811.00000,Train
4066,1,Good,G,VS1,VG,G,GIA,5906.00000,Train
4067,1.5,Very Good,E,SI1,VG,VG,GIA,11690.00000,Train
4068,1.39,Very Good,H,VVS2,VG,EX,GIA,9396.00000,Train
4069,1.53,Ideal,E,SI1,VG,VG,GIA,10836.00000,Train
4070,1,Very Good,H,SI1,EX,VG,GIA,4702.00000,Train
4071,1.02,Ideal,F,VS1,ID,ID,AGSL,8024.00000,Train
4072,2.02,Good,I,VS1,VG,VG,GIA,17062.00000,Train
4073,1.26,Ideal,H,SI1,ID,ID,AGSL,7101.00000,Train
4074,2.01,Very Good,G,VS1,VG,VG,GIA,25776.00000,Train
4075,2.01,Very Good,G,SI1,VG,VG,GIA,19306.00000,Train
4076,2.04,Very Good,I,VS1,VG,VG,GIA,17219.00000,Train
4077,1.22,Very Good,G,SI1,VG,VG,GIA,6278.00000,Train
4078,0.82,Very Good,F,VS2,EX,VG,GIA,3886.00000,Train
4079,2.04,Very Good,I,VS1,G,VG,GIA,18622.00000,Train
4080,2.01,Very Good,I,VS2,EX,VG,GIA,17422.00000,Train
4081,1.53,Very Good,G,VS1,G,G,GIA,13189.00000,Train
4082,0.75,Ideal,D,VS1,VG,VG,GIA,3961.00000,Train
4083,0.77,Ideal,G,VS2,EX,EX,GIA,3300.00000,Train
4084,1.07,Very Good,I,SI1,VG,VG,GIA,4307.00000,Train
4085,1.26,Very Good,H,VS2,G,G,GIA,7567.00000,Train
4086,1.52,Very Good,G,SI1,EX,VG,GIA,10150.00000,Train
4087,1.59,Very Good,D,SI1,EX,VG,GIA,13631.00000,Train
4088,1.01,Fair,G,SI1,EX,VG,GIA,4102.00000,Train
4089,1,Good,F,SI1,EX,VG,GIA,5171.00000,Train
4090,0.91,Very Good,G,VS2,EX,G,AGSL,4105.00000,Train
4091,1.3,Ideal,F,VVS2,VG,EX,GIA,12503.00000,Train
4092,1.05,Ideal,I,SI1,ID,ID,AGSL,4679.00000,Train
4093,0.8,Ideal,F,VS1,VG,EX,GIA,4070.00000,Train
4094,2.02,Very Good,G,VS1,EX,EX,GIA,23924.00000,Train
4095,1.03,Ideal,G,SI1,EX,EX,GIA,5684.00000,Train
4096,1.32,Very Good,H,SI1,VG,VG,GIA,5717.00000,Train
4097,2.01,Ideal,F,VVS2,VG,EX,GIA,35293.00000,Train
4098,0.92,Very Good,D,SI1,G,VG,GIA,4633.00000,Train
4099,1.25,Ideal,H,SI1,EX,EX,GIA,7423.00000,Train
4100,1.81,Ideal,I,VS1,EX,EX,GIA,12711.00000,Train
4101,2.01,Fair,G,VS2,EX,VG,GIA,23030.00000,Train
4102,1.7,Very Good,E,SI1,VG,VG,GIA,14232.00000,Train
4103,1.06,Very Good,H,SI1,EX,VG,GIA,5020.00000,Train
4104,1.07,Ideal,H,VS1,VG,VG,GIA,6582.00000,Train
4105,1.52,Good,D,SI1,VG,VG,GIA,12217.00000,Train
4106,0.94,Very Good,D,SI1,VG,VG,GIA,5186.00000,Train
4107,2.03,Very Good,E,VS2,EX,EX,GIA,28878.00000,Train
4108,1.03,Very Good,H,SI1,VG,G,GIA,5597.00000,Train
4109,1.07,Ideal,G,SI1,EX,EX,GIA,5551.00000,Train
4110,1.51,Good,F,SI1,EX,VG,GIA,10514.00000,Train
4111,1,Very Good,E,VS2,VG,VG,GIA,6518.00000,Train
4112,1.01,Very Good,H,SI1,G,VG,GIA,4659.00000,Train
4113,1.01,Very Good,G,VVS2,VG,VG,GIA,7847.00000,Train
4114,2,Ideal,G,SI1,VG,VG,GIA,19491.00000,Train
4115,0.9,Fair,I,VS1,VG,VG,GIA,3533.00000,Train
4116,0.92,Ideal,E,SI1,VG,VG,GIA,4843.00000,Train
4117,1.19,Ideal,F,VVS1,EX,EX,GIA,15005.00000,Train
4118,1.21,Ideal,I,VVS2,EX,EX,GIA,7002.00000,Train
4119,1,Very Good,D,SI1,EX,EX,GIA,5851.00000,Train
4120,1.51,Ideal,G,VS2,EX,EX,GIA,13752.00000,Train
4121,2.11,Very Good,I,VS1,G,EX,GIA,18282.00000,Train
4122,0.91,Ideal,G,SI1,EX,EX,GIA,4673.00000,Train
4123,1.21,Ideal,G,SI1,VG,VG,GIA,6515.00000,Train
4124,1.26,Ideal,G,VS2,EX,VG,GIA,9342.00000,Train
4125,1.27,Ideal,H,VS2,EX,EX,GIA,8138.00000,Train
4126,1,Fair,E,SI1,VG,G,GIA,4973.00000,Train
4127,2.01,Very Good,G,VS2,G,G,GIA,24483.00000,Train
4128,1.53,Very Good,I,IF,VG,G,GIA,10984.00000,Train
4129,2.03,Ideal,G,SI1,VG,EX,GIA,19033.00000,Train
4130,1.86,Very Good,G,VS2,EX,EX,AGSL,17633.00000,Train
4131,1.07,Ideal,D,VVS2,VG,VG,GIA,10266.00000,Train
4132,0.91,Very Good,D,SI1,VG,G,GIA,4444.00000,Train
4133,1.12,Ideal,I,VS2,ID,ID,AGSL,5392.00000,Train
4134,1.54,Ideal,I,VS1,ID,ID,AGSL,10519.00000,Train
4135,1.01,Very Good,H,SI1,VG,VG,GIA,4705.00000,Train
4136,1.5,Very Good,D,VVS2,VG,EX,GIA,21882.00000,Train
4137,2.1,Ideal,E,VS1,EX,EX,GIA,34477.00000,Train
4138,1.01,Very Good,G,VVS1,EX,EX,GIA,8601.00000,Train
4139,1.03,Ideal,F,IF,EX,EX,GIA,13060.00000,Train
4140,2.06,Signature-Ideal,H,VVS1,ID,ID,AGSL,29856.00000,Train
4141,1.05,Signature-Ideal,E,VVS1,ID,ID,AGSL,13736.00000,Train
4142,1.2,Very Good,H,SI1,VG,VG,GIA,6199.00000,Train
4143,0.78,Ideal,I,VS1,EX,EX,GIA,2852.00000,Train
4144,1,Very Good,H,SI1,VG,VG,GIA,4557.00000,Train
4145,1.62,Very Good,G,SI1,EX,VG,GIA,11186.00000,Train
4146,1.8,Ideal,I,VS1,ID,ID,AGSL,14959.00000,Train
4147,0.9,Good,F,SI1,G,G,GIA,3788.00000,Train
4148,1.5,Very Good,I,VS1,VG,VG,GIA,9759.00000,Train
4149,1.06,Very Good,D,SI1,G,VG,GIA,6062.00000,Train
4150,2.11,Ideal,G,VS2,G,VG,GIA,25093.00000,Train
4151,1.51,Fair,H,VS2,VG,G,GIA,9678.00000,Train
4152,1.08,Very Good,D,VS2,VG,VG,GIA,7257.00000,Train
4153,1.02,Ideal,G,VS2,EX,EX,GIA,6648.00000,Train
4154,1.01,Good,G,SI1,VG,VG,GIA,4905.00000,Train
4155,2.5,Ideal,G,VVS2,VG,VG,GIA,41143.00000,Train
4156,2,Ideal,G,VVS2,EX,EX,GIA,28010.00000,Train
4157,2.55,Very Good,H,VVS2,VG,VG,GIA,35520.00000,Train
4158,0.9,Very Good,G,SI1,VG,G,GIA,3597.00000,Train
4159,0.93,Ideal,H,SI1,EX,VG,GIA,3988.00000,Train
4160,1.31,Very Good,I,VVS2,VG,G,GIA,7016.00000,Train
4161,2.01,Good,G,VS2,VG,VG,GIA,22964.00000,Train
4162,0.76,Very Good,F,VS2,EX,EX,GIA,3238.00000,Train
4163,1.57,Ideal,I,SI1,ID,ID,AGSL,9460.00000,Train
4164,1.03,Ideal,D,VS2,ID,ID,AGSL,7697.00000,Train
4165,1.01,Very Good,G,IF,EX,EX,GIA,9063.00000,Train
4166,2.01,Good,H,VS1,VG,VG,GIA,21204.00000,Train
4167,2.22,Ideal,F,VS1,EX,EX,AGSL,33721.00000,Train
4168,1.01,Ideal,I,SI1,EX,EX,GIA,4638.00000,Train
4169,1.4,Ideal,F,VS2,VG,EX,GIA,13195.00000,Train
4170,1.52,Ideal,F,SI1,ID,ID,AGSL,12153.00000,Train
4171,1.04,Ideal,I,SI1,VG,EX,GIA,4836.00000,Train
4172,0.77,Ideal,G,VS2,VG,EX,GIA,3114.00000,Train
4173,2.05,Very Good,F,VS2,VG,VG,GIA,26821.00000,Train
4174,1.61,Ideal,I,SI1,VG,EX,GIA,10236.00000,Train
4175,1,Very Good,G,VVS2,EX,EX,GIA,7950.00000,Train
4176,0.93,Ideal,H,SI1,EX,EX,GIA,4635.00000,Train
4177,1.01,Ideal,E,VVS2,EX,EX,GIA,10852.00000,Train
4178,2.1,Ideal,H,VS1,EX,VG,GIA,21861.00000,Train
4179,1.01,Ideal,D,VS2,EX,EX,GIA,7188.00000,Train
4180,1.23,Very Good,F,VVS2,VG,VG,AGSL,10835.00000,Train
4181,1.17,Ideal,G,VVS2,ID,ID,AGSL,9630.00000,Train
4182,2.27,Ideal,H,VVS2,EX,EX,GIA,23864.00000,Train
4183,0.87,Ideal,D,SI1,G,G,GIA,4108.00000,Train
4184,1.05,Ideal,E,SI1,EX,VG,GIA,5436.00000,Train
4185,2.25,Very Good,H,VS2,EX,EX,AGSL,22629.00000,Train
4186,1.38,Very Good,G,VS1,VG,VG,GIA,11009.00000,Train
4187,0.91,Good,D,SI1,VG,G,GIA,4398.00000,Train
4188,1.01,Very Good,D,VS2,VG,VG,GIA,6738.00000,Train
4189,1.01,Good,F,VVS2,VG,G,GIA,7484.00000,Train
4190,1,Good,E,SI1,G,G,GIA,4838.00000,Train
4191,1.63,Very Good,G,VS2,EX,VG,GIA,14061.00000,Train
4192,2.11,Ideal,D,VVS2,EX,EX,GIA,43770.00000,Train
4193,0.91,Very Good,E,SI1,EX,EX,GIA,4250.00000,Train
4194,1.05,Very Good,G,VS1,G,VG,GIA,6766.00000,Train
4195,1.62,Ideal,H,VVS2,ID,ID,AGSL,13434.00000,Train
4196,1.8,Very Good,H,SI1,VG,G,GIA,13372.00000,Train
4197,1.15,Ideal,H,SI1,EX,EX,GIA,6106.00000,Train
4198,1.02,Ideal,F,VS2,ID,ID,AGSL,7078.00000,Train
4199,2.23,Ideal,D,SI1,VG,VG,GIA,26435.00000,Train
4200,1.53,Very Good,H,SI1,VG,VG,GIA,9968.00000,Train
4201,2.62,Ideal,G,VVS1,VG,VG,GIA,44016.00000,Train
4202,1.5,Very Good,G,SI1,VG,VG,GIA,10019.00000,Train
4203,1.01,Very Good,E,VVS1,EX,EX,GIA,10993.00000,Train
4204,1.14,Ideal,D,SI1,VG,G,GIA,6070.00000,Train
4205,1.05,Good,H,SI1,VG,VG,GIA,4845.00000,Train
4206,1.05,Very Good,G,SI1,VG,VG,GIA,5019.00000,Train
4207,1,Ideal,F,VVS2,VG,VG,GIA,9224.00000,Train
4208,0.83,Very Good,I,VS1,G,G,GIA,2788.00000,Train
4209,0.82,Ideal,E,SI1,EX,VG,GIA,3380.00000,Train
4210,1.06,Very Good,G,VS2,G,VG,GIA,6453.00000,Train
4211,1.03,Very Good,D,VS2,EX,VG,GIA,7102.00000,Train
4212,0.9,Good,H,VS2,G,G,GIA,4685.00000,Train
4213,2.3,Very Good,H,VS2,EX,G,GIA,23864.00000,Train
4214,0.99,Good,H,VS2,EX,VG,GIA,4296.00000,Train
4215,1.01,Ideal,G,VVS2,VG,VG,GIA,7398.00000,Train
4216,0.85,Very Good,D,SI1,VG,VG,GIA,3669.00000,Train
4217,1.23,Very Good,F,VS1,G,VG,GIA,9346.00000,Train
4218,1.09,Ideal,H,VVS1,ID,ID,AGSL,7055.00000,Train
4219,1.01,Very Good,H,SI1,G,VG,GIA,4628.00000,Train
4220,0.76,Ideal,I,SI1,VG,EX,GIA,2474.00000,Train
4221,0.9,Ideal,G,VS1,EX,VG,GIA,5540.00000,Train
4222,1.5,Ideal,I,SI1,VG,VG,GIA,8371.00000,Train
4223,0.91,Ideal,I,SI1,VG,VG,GIA,3574.00000,Train
4224,1.07,Very Good,H,VS1,ID,EX,AGSL,6262.00000,Train
4225,1.53,Ideal,F,VVS2,VG,VG,GIA,18754.00000,Train
4226,1.21,Ideal,F,VS2,EX,EX,GIA,9335.00000,Train
4227,1.01,Good,D,SI1,VG,G,GIA,5380.00000,Train
4228,0.76,Ideal,E,SI1,VG,EX,GIA,3087.00000,Train
4229,1.53,Ideal,G,SI1,EX,EX,GIA,11200.00000,Train
4230,1,Very Good,G,VVS2,VG,EX,GIA,7177.00000,Train
4231,1,Very Good,G,VS2,G,G,GIA,6076.00000,Train
4232,1.69,Good,G,VS1,EX,EX,GIA,17338.00000,Train
4233,2.37,Very Good,G,VS2,VG,EX,GIA,30391.00000,Train
4234,1,Very Good,E,VS1,VG,VG,GIA,7002.00000,Train
4235,1.01,Good,G,VS1,VG,VG,GIA,6283.00000,Train
4236,1.67,Very Good,I,VS2,G,VG,GIA,10416.00000,Train
4237,1.01,Very Good,I,VS2,EX,VG,GIA,4602.00000,Train
4238,1.03,Ideal,I,VS1,ID,ID,AGSL,4727.00000,Train
4239,0.76,Very Good,E,IF,ID,ID,AGSL,4798.00000,Train
4240,1,Good,G,VS2,EX,EX,GIA,6369.00000,Train
4241,0.79,Ideal,F,SI1,EX,VG,GIA,3210.00000,Train
4242,2.27,Signature-Ideal,I,VS1,ID,ID,AGSL,24883.00000,Train
4243,1.55,Ideal,F,VVS2,EX,EX,GIA,19904.00000,Train
4244,0.91,Good,H,VS2,VG,VG,GIA,4222.00000,Train
4245,1.54,Ideal,I,VS1,ID,ID,AGSL,10847.00000,Train
4246,0.79,Very Good,E,SI1,EX,VG,GIA,3077.00000,Train
4247,1.56,Ideal,H,SI1,EX,EX,GIA,10739.00000,Train
4248,1.09,Signature-Ideal,G,VS2,ID,ID,AGSL,7617.00000,Train
4249,1.2,Ideal,F,VS1,EX,EX,GIA,9641.00000,Train
4250,1.6,Ideal,F,SI1,ID,ID,AGSL,13140.00000,Train
4251,2.01,Good,H,SI1,EX,G,GIA,15608.00000,Train
4252,1,Good,E,SI1,EX,VG,GIA,5784.00000,Train
4253,1.56,Ideal,H,VS2,EX,EX,GIA,12146.00000,Train
4254,0.75,Very Good,G,SI1,VG,EX,GIA,2617.00000,Train
4255,0.82,Ideal,G,SI1,EX,VG,GIA,2956.00000,Train
4256,1.52,Very Good,F,VS2,EX,VG,GIA,14217.00000,Train
4257,1.3,Ideal,H,VS1,EX,EX,GIA,8915.00000,Train
4258,2.03,Signature-Ideal,D,FL,EX,EX,GIA,81399.00000,Train
4259,1.01,Very Good,I,SI1,EX,G,GIA,4189.00000,Train
4260,1.29,Good,I,VS2,VG,VG,GIA,7102.00000,Train
4261,0.9,Very Good,G,SI1,VG,VG,GIA,3701.00000,Train
4262,1.01,Good,D,SI1,EX,VG,GIA,5375.00000,Train
4263,2.01,Good,G,VS2,EX,EX,GIA,23891.00000,Train
4264,1.01,Good,F,VS2,EX,VG,GIA,6158.00000,Train
4265,0.76,Very Good,G,SI1,G,VG,GIA,2652.00000,Train
4266,0.95,Very Good,E,SI1,G,EX,GIA,4738.00000,Train
4267,1.06,Very Good,G,VS1,G,G,GIA,6707.00000,Train
4268,1.01,Ideal,H,SI1,EX,EX,GIA,5445.00000,Train
4269,1.5,Ideal,D,VS2,EX,VG,GIA,15788.00000,Train
4270,1.56,Ideal,I,SI1,ID,ID,AGSL,9788.00000,Train
4271,1.01,Ideal,G,VS2,ID,ID,AGSL,6439.00000,Train
4272,1.04,Ideal,G,VS2,VG,VG,GIA,6385.00000,Train
4273,1.04,Ideal,H,SI1,VG,VG,GIA,5102.00000,Train
4274,0.91,Ideal,E,VS2,EX,VG,GIA,5503.00000,Train
